customer_id,amount_requested,birth_date,status,residence_rent_or_own,monthly_rent_amount,bank_account_direct_deposit,application_when,loan_duration,payment_ach,num_payments,payment_amount,amount_approved,duration_approved,payment_amount_approved,address_zip,email,bank_routing_number,email_duration,residence_duration,bank_account_duration,payment_frequency,home_phone_type,other_phone_type,how_use_money,monthly_income_amount,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,loan performance
43f95271b3,800,8/13/1972 00:00,Approved,TRUE,500,TRUE,12/14/2010 15:36,8,TRUE,17,105.88,800,8,89.57,84117,JohnRTalbot@hotmail.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,3780,765,632,650,705,627,1
b3f9914dbb,600,2/26/1951 00:00,Approved,TRUE,500,TRUE,12/14/2010 19:41,8,TRUE,13,77.39,500,6,67.57,84043,CurtisHWyatt@aol.com,124302150,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,None,Other,2400,660,581,591,680,617,0
eba05d27c7,800,6/28/1976 00:00,Approved,TRUE,1000,TRUE,12/14/2010 21:09,3,TRUE,13,62.88,500,3,58.41,84321,MarilynGJesse@yahoo.com,124000737,1 year or more,1-2 years,1-2 years,Weekly,Mobile,None,Other,1880,521,586,636,678,609,-1
418abe2912,500,12/9/1971 00:00,Approved,TRUE,450,TRUE,12/15/2010 12:36,8,TRUE,12,84.03,500,6,73.34,84123,PokDBrock@aol.com,124000054,3 months or less,3+ years,3+ years,Semi-monthly,Mobile,Home,Other,2328,573,612,649,682,618,2
a2b8c6090c,500,8/15/1961 00:00,Approved,TRUE,585,TRUE,12/16/2010 08:28,5,TRUE,21,44.01,500,5,39.37,84321,JanDThompson@hotmail.com,124000054,1 year or more,7-12 months,7-12 months,Weekly,Mobile,None,Other,2200,763,540,565,673,599,-1
6c5242f2a5,800,12/31/1975 00:00,Approved,TRUE,200,TRUE,12/16/2010 12:43,8,TRUE,12,84.03,500,6,73.34,84119,AmandaWStephens@gmail.com,124001545,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,None,Other,2550,663,508,501,641,583,-1
d91d47325b,400,8/16/1954 00:00,Approved,TRUE,400,TRUE,12/16/2010 16:32,8,TRUE,6,137.4,400,6,119.4,84003,RonaldAKnox@yahoo.com,124302150,1 year or more,3+ years,3+ years,Monthly,Mobile,None,Other,1912,593,601,640,645,614,1
8effed4b67,500,11/5/1958 00:00,Approved,FALSE,1050,FALSE,12/16/2010 19:09,5,TRUE,10,92.17,500,5,82.58,84074,MaryBLangston@bing.com,124000737,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,2720,567,546,555,680,594,1
d7001aa34e,300,5/14/1971 00:00,Approved,TRUE,600,TRUE,12/17/2010 05:02,5,TRUE,10,55.3,300,5,49.55,84047,RogerMVermillion@bing.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,1800,555,511,514,634,579,2
4.13E+13,800,12/31/1953 00:00,Approved,FALSE,490,FALSE,12/17/2010 07:02,5,TRUE,10,151.51,800,5,134.68,84401,BarbraDDufrene@yahoo.com,124000054,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Home,Other,3100,749,589,600,680,634,unknown
1c2a95e85b,500,1/13/1968 00:00,Approved,TRUE,750,TRUE,12/17/2010 07:05,5,TRUE,10,92.17,500,5,82.58,84107,GeorgeannDPorter@aol.com,124302150,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,None,Other,960,754,529,519,649,595,1
8e65defaac,800,3/7/1968 00:00,Approved,FALSE,734,TRUE,12/17/2010 08:54,5,TRUE,10,92.17,500,5,82.58,84120,DarlenePJohnson@bing.com,124002971,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,None,Other,2500,602,514,550,573,580,-1
ae6db7c42b,800,5/3/1974 00:00,Approved,FALSE,954,TRUE,12/17/2010 10:34,8,TRUE,8,231.76,800,8,194.94,84405,EthelKWilliams@aol.com,324377613,1 year or more,3+ years,3+ years,Monthly,Mobile,None,Other,3100,754,587,573,680,626,-1
a67b508060,500,4/8/1983 00:00,Approved,TRUE,0,FALSE,12/17/2010 12:36,8,TRUE,17,66.17,500,8,55.98,84081,VanessaLWhite@aol.com,324377516,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,None,Other,700,760,646,674,740,632,1
ea7ea919be,500,7/5/1983 00:00,Approved,TRUE,400,FALSE,12/17/2010 15:05,5,TRUE,10,92.17,500,5,82.58,84088,SamanthaHCosta@yahoo.com,324377202,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Work,Other,2200,734,510,556,653,569,-1
999a3f6650,500,2/16/1988 00:00,Approved,TRUE,370,TRUE,12/17/2010 17:42,8,TRUE,12,84.03,500,6,73.34,84121,KimberlyTPayne@aol.com,124302150,1 year or more,7-12 months,7-12 months,Semi-monthly,Home,Mobile,Other,1580,663,501,533,643,555,-1
b636e56bca,800,11/4/1967 00:00,Approved,FALSE,1350,TRUE,12/18/2010 09:15,6,TRUE,13,123.82,800,6,108.12,84074,EmilieJTurner@yahoo.com,324379828,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,None,Other,3000,602,624,645,681,641,-1
9218a4a50e,300,2/12/1947 00:00,Approved,FALSE,888,FALSE,12/18/2010 10:48,5,TRUE,5,116.34,300,5,102.88,84041,MistieTGatewood@yahoo.com,124302150,1 year or more,3+ years,3+ years,Monthly,Mobile,None,Other,1224,522,593,592,680,620,-1
06c99dba63,400,8/16/1944 00:00,Approved,TRUE,550,TRUE,12/18/2010 18:29,5,TRUE,5,155.12,400,5,137.17,84119,HowardEMoore@yahoo.com,324377516,1 year or more,1-2 years,1-2 years,Monthly,Mobile,None,Other,2394,580,575,551,680,612,-1
254ed2f678,500,2/10/1960 00:00,Approved,TRUE,950,TRUE,12/18/2010 20:31,5,TRUE,5,193.91,500,5,171.47,84651,DorothyTCalvert@aol.com,321176260,1 year or more,1-2 years,3+ years,Monthly,Mobile,None,Other,4385,586,550,536,677,599,-1
7d21a8040f,800,9/8/1978 00:00,Approved,TRUE,800,TRUE,12/19/2010 07:50,8,TRUE,13,77.39,500,6,67.57,84118,HannahWKing@gmail.com,73972181,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,None,Other,6000,654,517,526,664,570,-1
dfb2f1ec63,800,10/21/1976 00:00,Approved,TRUE,1075,TRUE,12/19/2010 16:48,8,TRUE,13,77.39,500,6,67.57,84043,DeborahMGarza@aol.com,325070760,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,Home,Other,3450,297,610,654,693,629,0
8f9a8d56a4,550,12/1/1979 00:00,Approved,FALSE,600,TRUE,12/20/2010 08:02,5,TRUE,10,92.17,500,5,82.58,84404,ClaireHLogan@gmail.com,124002971,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,None,Other,1400,532,603,654,659,636,-1
4980ed214e,800,9/19/1957 00:00,Approved,FALSE,600,TRUE,12/20/2010 08:35,8,TRUE,13,77.39,500,6,67.57,84065,StellaRPrice@bing.com,324379705,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Home,Other,1500,574,557,582,680,617,-1
2b635765f0,500,9/10/1982 00:00,Approved,TRUE,900,TRUE,12/20/2010 08:56,5,TRUE,10,94.7,500,5,84.18,84065,BeverlyLWagner@hotmail.com,124001545,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Work,Other,6338,583,558,608,672,605,1
f52446dd8f,500,6/16/1945 00:00,Approved,FALSE,1714,FALSE,12/20/2010 09:42,4,TRUE,4,227.67,500,4,205.06,84121,RosieJWhite@gmail.com,124001545,1 year or more,3+ years,3+ years,Monthly,Mobile,None,Other,10000,536,627,660,705,662,1
ce7456a9e0,300,9/30/1979 00:00,Approved,TRUE,600,TRUE,12/20/2010 10:20,7,TRUE,12,50.42,300,6,44,84118,LauraSAnderson@gmail.com,324377202,4-12 months,3+ years,7-12 months,Semi-monthly,Mobile,None,Other,1470,645,529,569,665,586,1
2ac47a61e0,300,3/11/1931 00:00,Approved,FALSE,0,TRUE,12/20/2010 10:47,5,TRUE,5,116.34,300,5,102.88,84120,EricMHernandez@bing.com,124001545,1 year or more,3+ years,1-2 years,Monthly,Home,None,Other,1327,621,587,607,680,636,2
56de6d7823,500,6/5/1969 00:00,Approved,TRUE,600,TRUE,12/20/2010 11:20,5,TRUE,10,92.17,500,5,82.58,84037,MichelleRPhillips@bing.com,314074269,4-12 months,1-2 years,7-12 months,Bi-weekly,Mobile,Work,Other,3500,716,515,544,584,575,-1
70409dc892,500,3/26/1975 00:00,Approved,FALSE,1142,TRUE,12/20/2010 11:53,5,TRUE,21,44.01,500,5,39.37,84660,JohnSRoyston@gmail.com,314074269,1 year or more,1-2 years,3+ years,Weekly,Mobile,None,Other,2400,681,610,661,656,633,2
c7e8c1cc92,800,11/15/1964 00:00,Approved,TRUE,0,FALSE,12/20/2010 15:46,5,TRUE,10,94.7,500,5,84.18,84047,BrucePLabrie@hotmail.com,124002971,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,None,Other,1800,536,529,543,607,608,-1
977ab97cf0,800,2/19/1967 00:00,Approved,FALSE,1308,TRUE,12/20/2010 18:46,5,TRUE,10,147.47,800,5,132.13,84067,MargaretCLack@yahoo.com,124302150,1 year or more,3+ years,6 months or less,Bi-weekly,Home,Mobile,Other,3843,661,657,670,703,650,1
b1b61133de,800,5/24/1989 00:00,Approved,TRUE,0,TRUE,12/21/2010 08:08,8,TRUE,26,38.26,500,6,33.49,84093,JoshuaCChilton@aol.com,124002971,1 year or more,3+ years,3+ years,Weekly,Mobile,None,Other,2392,580,525,551,666,568,-1
d013fa3f91,300,9/9/1984 00:00,Approved,FALSE,800,TRUE,12/21/2010 10:07,4,TRUE,4,136.6,300,4,123.03,84321,HelenKWard@bing.com,124300107,1 year or more,3+ years,3+ years,Monthly,Mobile,Work,Other,3100,616,620,657,721,613,1
6a4e4b09d5,500,6/7/1949 00:00,Approved,FALSE,1600,FALSE,12/21/2010 10:38,5,TRUE,10,92.17,500,5,82.58,84057,ChristinaOMarshall@aol.com,124302927,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,None,Other,2000,528,592,571,680,609,-1
e60893efc5,500,2/1/1964 00:00,Approved,TRUE,1200,TRUE,12/21/2010 17:30,5,TRUE,21,44.01,500,5,39.37,84660,MariaKFrank@yahoo.com,124300327,4-12 months,3+ years,6 months or less,Weekly,Mobile,Mobile,Other,2080,616,603,661,694,562,-1
a15e74274b,800,4/17/1984 00:00,Approved,TRUE,350,FALSE,12/22/2010 12:49,8,TRUE,17,105.88,800,8,89.57,84604,CaroleLWhite@aol.com,73972181,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,None,Other,770,765,541,554,625,565,2
4d314e8c97,800,12/13/1974 00:00,Approved,TRUE,980,TRUE,12/22/2010 16:14,8,TRUE,13,77.39,500,6,67.57,84116,JasonLGrimmett@bing.com,324079555,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Mobile,Other,2300,593,552,534,661,582,1
f22d21ddad,500,3/9/1965 00:00,Approved,FALSE,1510,TRUE,12/22/2010 17:52,5,TRUE,10,92.17,500,5,82.58,84121,ManuelaTErnst@aol.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Home,Home,Other,3120,599,653,677,715,657,-1
43d9b7b620,500,6/14/1983 00:00,Approved,TRUE,0,TRUE,12/22/2010 19:21,5,TRUE,10,92.17,500,5,82.58,84092,MarciaIMiles@hotmail.com,124001545,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,None,Other,2250,766,577,627,685,614,1
2210108642,800,11/17/1955 00:00,Approved,FALSE,0,TRUE,12/22/2010 19:28,8,TRUE,13,77.39,500,6,67.57,84036,JamesSGonzalez@aol.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Home,Mobile,Other,1740,544,604,640,678,636,unknown
dd57e28127,300,8/21/1959 00:00,Approved,TRUE,725,FALSE,12/22/2010 20:25,8,TRUE,12,50.42,300,6,44,84790,LoraKWoodward@yahoo.com,42000013,1 year or more,1-2 years,3+ years,Semi-monthly,Mobile,None,Other,1500,623,588,633,680,625,1
a09e3b7ed6,600,7/6/1966 00:00,Approved,FALSE,500,TRUE,12/23/2010 11:02,3,TRUE,13,75.46,600,3,70.09,84070,AndrewVSchaefer@hotmail.com,124002971,1 year or more,3+ years,3+ years,Weekly,Home,Mobile,Other,3300,536,539,581,665,608,-1
6db5d458a7,800,1/23/1952 00:00,Approved,TRUE,150,TRUE,12/23/2010 14:45,8,TRUE,8,231.76,800,8,None,84003,MaryJFortune@aol.com,324377862,1 year or more,3+ years,3+ years,Monthly,Home,Mobile,Other,2700,760,638,687,706,643,1
eafb0e1828,800,4/13/1963 00:00,Approved,TRUE,325,TRUE,12/23/2010 14:50,8,TRUE,12,84.03,500,6,73.34,84058,ClaireMBangert@bing.com,324377820,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,None,Other,19392,478,576,586,680,631,-1
88ca079479,800,4/11/1953 00:00,Approved,TRUE,500,TRUE,12/24/2010 07:47,5,TRUE,5,193.91,500,5,171.47,84532,WandaCOlson@hotmail.com,324377817,1 year or more,3+ years,1-2 years,Monthly,Mobile,None,Other,3892,612,535,577,680,600,-1
6fa7f5d488,800,5/20/1963 00:00,Approved,TRUE,750,TRUE,12/24/2010 13:11,7,TRUE,13,77.39,500,6,67.57,84041,TiffanyGBerger@gmail.com,124002971,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Work,Other,2176,392,563,591,667,614,-1
4dad1a9de6,500,10/23/1965 00:00,Approved,FALSE,1500,TRUE,12/24/2010 15:25,5,TRUE,5,193.91,500,5,171.47,84738,MonicaCHerbert@gmail.com,124001545,1 year or more,6 months or less,7-12 months,Monthly,Mobile,None,Other,3752,677,613,643,689,622,2
1cc4c7d3cb,500,2/22/1987 00:00,Approved,TRUE,250,FALSE,12/26/2010 16:06,5,TRUE,21,44.01,500,5,39.37,84655,JillJCox@yahoo.com,102000076,1 year or more,6 months or less,3+ years,Weekly,Mobile,Home,Other,1900,536,584,596,697,594,-1
d18ccff8f6,600,8/3/1986 00:00,Approved,TRUE,550,TRUE,12/27/2010 11:07,8,TRUE,17,79.41,600,8,67.18,84627,EddieJLowe@yahoo.com,324377338,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,None,Other,2200,586,545,554,671,578,-1
62b316d4e6,750,1/11/1990 00:00,Approved,TRUE,0,TRUE,12/27/2010 11:34,8,TRUE,13,77.39,500,6,67.57,84065,ChristineCKujawa@bing.com,324377516,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,None,Other,1200,603,555,598,625,574,1
7cfa820da2,300,3/27/1971 00:00,Approved,TRUE,400,TRUE,12/27/2010 16:23,5,TRUE,10,55.3,300,5,49.55,84067,CharlesGMcCaskill@yahoo.com,324377516,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Work,Other,1200,601,562,583,680,603,-1
042bf4bb0e,800,2/8/1976 00:00,Approved,TRUE,550,TRUE,12/27/2010 17:32,3,TRUE,6,138.48,500,3,128.06,84094,DeniseMLyle@hotmail.com,124001545,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,Work,Other,5400,623,505,556,680,581,-1
fffd5d09ec,500,12/13/1966 00:00,Approved,TRUE,975,TRUE,12/28/2010 08:17,5,TRUE,10,94.7,500,5,84.18,84738,CarolynBRockwell@bing.com,122400724,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,None,Other,3000,663,526,544,656,590,1
f256777946,800,9/6/1983 00:00,Approved,TRUE,0,TRUE,12/29/2010 05:34,8,TRUE,17,105.88,800,8,89.57,84040,SharonMUy@gmail.com,324377516,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Home,Other,1100,765,698,696,752,640,1
43e2f8823a,600,4/16/1970 00:00,Approved,TRUE,450,TRUE,12/29/2010 07:27,5,TRUE,10,110.61,600,5,99.1,84050,NancyPLewis@aol.com,124000054,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,None,Other,2350,734,634,663,686,627,-1
058614dd7b,800,4/11/1988 00:00,Approved,TRUE,400,TRUE,12/30/2010 07:55,8,TRUE,13,77.39,500,6,67.57,84107,SandraSDavis@gmail.com,124002971,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,Home,Other,1520,523,610,632,703,588,-1
9f3fa8c90a,500,9/21/1959 00:00,Approved,TRUE,650,TRUE,12/31/2010 02:24,6,TRUE,13,77.39,500,6,67.57,84116,JohnNBillings@aol.com,324078899,4-12 months,3+ years,7-12 months,Bi-weekly,Mobile,None,Other,1800,713,501,517,618,559,-1
939a9ac410,800,6/15/1957 00:00,Approved,TRUE,1200,TRUE,12/31/2010 23:36,3,TRUE,6,136,500,3,126.46,84045,LenoreMBryant@yahoo.com,124302150,1 year or more,6 months or less,1-2 years,Bi-weekly,Mobile,Home,Other,3400,544,655,665,721,636,1
6e9180ff29,500,6/4/1979 00:00,Approved,TRUE,0,TRUE,1/1/2011 08:27,5,TRUE,10,92.17,500,5,82.58,84111,LynnMFetter@aol.com,124002971,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Work,Other,1000,599,517,541,651,582,-1
873352dc55,600,10/10/1963 00:00,Approved,TRUE,400,TRUE,1/1/2011 10:13,6,TRUE,26,38.26,500,6,33.49,84115,BrandonJRowan@yahoo.com,124002971,3 months or less,6 months or less,6 months or less,Weekly,Home,Mobile,Other,1120,523,526,572,680,592,-1
625f005cf8,600,1/10/1960 00:00,Approved,FALSE,0,TRUE,1/1/2011 16:18,5,TRUE,10,92.17,500,5,82.58,84036,BrendanLTitus@gmail.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Won't say,2000,645,532,572,680,587,-1
2f050cda86,500,3/12/1973 00:00,Approved,TRUE,388,TRUE,1/3/2011 09:58,5,TRUE,5,193.91,500,5,171.47,84067,ErinPShaw@bing.com,124001545,1 year or more,3+ years,1-2 years,Monthly,Mobile,Home,Other,2020,716,564,584,678,609,-1
7dd971ace5,800,1/12/1982 00:00,Approved,TRUE,400,TRUE,1/3/2011 10:56,8,TRUE,12,84.03,500,6,73.34,84102,KarenRFew@aol.com,124002971,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Work,Other,800,710,561,640,692,581,1
efa4108f32,800,9/22/1948 00:00,Approved,TRUE,0,FALSE,1/3/2011 12:16,6,TRUE,12,84.03,500,6,73.34,84095,VictorRAsh@gmail.com,124001545,1 year or more,1-2 years,6 months or less,Semi-monthly,Mobile,None,Other,2820,719,543,567,605,592,-1
8319592a2b,800,7/14/1958 00:00,Approved,TRUE,1050,TRUE,1/3/2011 16:29,8,TRUE,17,105.88,800,8,89.57,84058,WavaRSison@aol.com,324079555,1 year or more,7-12 months,3+ years,Bi-weekly,Mobile,None,Other,2700,771,592,587,680,614,-1
5e1e9320fc,500,9/13/1959 00:00,Approved,TRUE,1150,TRUE,1/3/2011 17:42,5,TRUE,21,44.01,500,5,39.37,84029,DianaRCybulski@bing.com,324379828,1 year or more,3+ years,3+ years,Weekly,Mobile,None,Other,2800,619,583,587,680,621,-1
2b7f2975dc,400,4/20/1990 00:00,Approved,TRUE,725,TRUE,1/3/2011 18:59,6,TRUE,6,137.4,400,6,119.4,84606,EricJSmith@bing.com,124002971,1 year or more,7-12 months,3+ years,Monthly,Mobile,None,Other,1350,733,610,621,684,591,-1
8cba87f8e4,600,12/11/1959 00:00,Approved,TRUE,665,TRUE,1/4/2011 10:11,5,TRUE,10,92.17,500,5,82.58,84084,DerrickAWalker@yahoo.com,26009593,1 year or more,7-12 months,1-2 years,Bi-weekly,Mobile,Work,Other,1800,573,515,522,656,582,-1
e3f772b921,800,8/2/1952 00:00,Approved,FALSE,0,TRUE,1/4/2011 11:10,8,TRUE,12,84.03,500,6,73.34,84058,DavidMJordan@yahoo.com,124302927,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,Work,Other,6000,601,552,589,680,578,1
f048f4a66c,500,9/25/1984 00:00,Approved,FALSE,420,FALSE,1/4/2011 14:02,5,TRUE,10,92.17,500,5,82.58,84655,KatherineEAaron@yahoo.com,124000054,1 year or more,3+ years,3+ years,Bi-weekly,Home,Mobile,Other,3200,645,507,536,632,571,-1
8cf7f18789,500,8/25/1984 00:00,Approved,TRUE,625,TRUE,1/4/2011 16:17,5,TRUE,10,92.17,500,5,82.58,84333,CarlosEMacdonald@bing.com,124300767,1 year or more,7-12 months,3+ years,Bi-weekly,Home,Mobile,Other,2400,677,557,596,623,587,-1
995a9883ba,700,3/30/1951 00:00,Approved,TRUE,350,TRUE,1/5/2011 07:50,5,TRUE,10,92.17,500,5,82.58,84119,SheenaPRiley@aol.com,324079416,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,1954,586,524,546,664,564,-1
d46ccf8c94,500,5/26/1960 00:00,Approved,FALSE,1143,TRUE,1/5/2011 10:09,5,TRUE,21,44.01,500,5,39.37,84655,CarolynHLangston@yahoo.com,124002971,1 year or more,3+ years,3+ years,Weekly,Mobile,None,Other,3656,586,580,569,680,627,-1
ec2944b42a,400,2/3/1956 00:00,Approved,FALSE,1431,TRUE,1/5/2011 10:14,5,TRUE,10,73.74,400,5,66.07,84047,MelissaGGuillemette@hotmail.com,124302150,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,4236,538,577,597,680,628,-1
74aecd6053,400,3/16/1970 00:00,Approved,TRUE,500,FALSE,1/5/2011 16:52,8,TRUE,8,115.88,400,8,97.47,84123,LyleIPowers@bing.com,124000054,1 year or more,3+ years,1-2 years,Monthly,Mobile,None,Other,3100,425,612,656,714,622,-1
edd197e12f,800,9/25/1952 00:00,Approved,FALSE,0,TRUE,1/6/2011 08:47,8,TRUE,13,77.39,500,6,67.57,84118,MelissaWMartinez@yahoo.com,324079555,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,1800,614,576,577,680,617,-1
84bff12caf,500,6/10/1967 00:00,Approved,TRUE,500,TRUE,1/6/2011 18:55,5,TRUE,10,94.7,500,5,84.18,84119,CarlJGarrett@aol.com,124002971,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,None,Other,2800,645,520,530,623,594,-1
1df9195778,600,7/28/1988 00:00,Approved,TRUE,0,TRUE,1/7/2011 06:00,7,TRUE,6,171.75,500,6,149.24,84015,MarkOGutierrez@aol.com,124002971,1 year or more,6 months or less,6 months or less,Monthly,Mobile,None,Other,1300,538,603,623,701,605,-1
ea09a23806,400,5/1/1989 00:00,Approved,TRUE,100,TRUE,1/7/2011 09:44,5,TRUE,10,73.74,400,5,66.07,84321,ClarenceSCrane@hotmail.com,324377516,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,None,Other,1300,594,584,638,708,576,-1
8b88d9b5b4,600,7/7/1991 00:00,Approved,TRUE,350,TRUE,1/7/2011 12:05,6,TRUE,13,77.39,500,6,67.57,84003,CarolCHart@yahoo.com,324377516,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Mobile,Other,1200,645,501,544,582,526,-1
f15f2fb945,800,4/25/1958 00:00,Approved,FALSE,648,FALSE,1/8/2011 05:10,8,TRUE,13,77.39,500,6,67.57,84123,VirginiaBEdwards@hotmail.com,53000219,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,Home,Other,5000,541,578,571,680,608,-1
b1a2837477,300,5/14/1943 00:00,Approved,TRUE,200,TRUE,1/8/2011 07:16,3,TRUE,3,170.81,300,3,156.82,84044,RaeWWinter@hotmail.com,124302150,1 year or more,3+ years,1-2 years,Monthly,Mobile,None,Other,1487,568,538,545,680,590,0
b059e56426,700,6/20/1964 00:00,Approved,TRUE,800,TRUE,1/9/2011 10:07,5,TRUE,10,129.04,700,5,115.62,84041,JerricaADouglas@bing.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,Home,Other,4400,763,573,596,680,617,-1
2fc10f8b23,400,11/3/1971 00:00,Approved,TRUE,100,TRUE,1/9/2011 22:14,6,TRUE,13,61.91,400,6,54.06,84404,WilliamEGallagher@yahoo.com,324377516,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,None,Other,1160,765,599,643,671,635,1
bfaa191e0a,800,11/17/1967 00:00,Approved,TRUE,425,TRUE,1/10/2011 11:12,6,TRUE,13,77.39,500,6,67.57,84770,MarkNRowe@aol.com,314074269,1 year or more,6 months or less,7-12 months,Bi-weekly,Mobile,Work,Other,2520,734,578,600,670,605,1
3efabf838c,600,2/8/1959 00:00,Approved,FALSE,1600,TRUE,1/10/2011 11:55,3,TRUE,3,284.69,500,3,261.37,84084,LindaJBaker@yahoo.com,324377202,1 year or more,3+ years,3+ years,Monthly,Home,None,Other,4837,427,623,652,704,638,1
529d352413,800,4/11/1960 00:00,Approved,TRUE,1250,TRUE,1/10/2011 13:56,6,TRUE,12,84.03,500,6,73.34,84098,AliceHFuller@gmail.com,324079416,1 year or more,1-2 years,1-2 years,Semi-monthly,Mobile,Work,Other,6134,577,628,644,685,621,1
31e51d3196,800,7/16/1970 00:00,Approved,FALSE,1052,TRUE,1/10/2011 17:23,8,TRUE,17,105.88,800,8,89.57,84120,JerrodRDotson@yahoo.com,124001545,4-12 months,3+ years,1-2 years,Bi-weekly,Mobile,None,Other,2082,557,548,581,675,613,1
a6cd560a03,800,1/24/1981 00:00,Approved,TRUE,685,TRUE,1/10/2011 20:16,8,TRUE,13,77.39,500,6,67.57,84088,JamesYLane@bing.com,56073573,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,Work,Other,3288,766,501,514,597,564,1
d303a6bfe1,800,8/24/1962 00:00,Approved,FALSE,603,TRUE,1/11/2011 10:55,8,TRUE,12,84.03,500,6,73.34,84067,BettySBauch@gmail.com,124302150,1 year or more,3+ years,6 months or less,Semi-monthly,Mobile,Work,Other,2200,619,570,606,680,607,1
85c5232431,800,7/26/1958 00:00,Approved,FALSE,550,TRUE,1/11/2011 18:55,8,TRUE,8,231.76,800,8,194.94,84404,JosephERivera@hotmail.com,324377516,4-12 months,3+ years,3+ years,Monthly,Home,None,Other,1500,749,555,584,671,613,-1
1df33f4bcd,500,7/27/1985 00:00,Approved,TRUE,200,TRUE,1/11/2011 21:34,5,TRUE,10,92.17,500,5,82.58,84660,KarenJMcDonald@hotmail.com,124001545,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,None,Other,1456,544,555,587,680,584,-1
443916cebd,500,8/14/1940 00:00,Approved,FALSE,0,FALSE,1/12/2011 09:18,5,TRUE,5,193.91,500,5,171.47,84741,MichaelDMcLoud@aol.com,324079555,1 year or more,3+ years,3+ years,Monthly,Mobile,None,Other,800,616,566,588,680,628,1
1877fa8ee8,800,3/24/1970 00:00,Approved,FALSE,1309,TRUE,1/12/2011 13:29,8,TRUE,13,77.39,500,6,67.57,84104,AmandaDMason@aol.com,124001545,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,Home,Other,2478,601,578,629,669,614,1
ef9475961b,800,5/14/1970 00:00,Approved,TRUE,800,TRUE,1/12/2011 20:49,8,TRUE,17,105.88,800,8,89.57,84115,VelmaJHumes@gmail.com,324079416,1 year or more,3+ years,3+ years,Bi-weekly,Home,Mobile,Other,1920,568,533,564,663,599,-1
6927215a95,600,11/8/1975 00:00,Approved,TRUE,600,FALSE,1/12/2011 22:33,6,FALSE,6,171.75,500,6,67.57,84084,DianaWStaley@bing.com,124001545,1 year or more,1-2 years,None,Bi-weekly,Mobile,Mobile,None,2400,574,552,558,660,607,-1
